student_interest,student_country,student_language,student_target_degree,student_current_degree,student_gpa,student_lang_level,student_ielts,student_budget,student_study_mode,student_needs_scholarship,program_category,program_country,program_degree,program_tuition,program_language,program_study_mode,program_min_gpa,program_min_lang,program_min_ielts,program_scholarship,gpa_diff,budget_diff,lang_diff,ielts_diff,country_match,field_match,field_proximity,degree_compatible,study_mode_match,scholarship_match,match_score
ENGINEERING,ANY,German,BACHELOR,HIGH_SCHOOL,0.0,4,6.0,7000,ON_CAMPUS,0,ARTS,Germany,CERTIFICATE,1300,English,ON_CAMPUS,0.0,4,6.0,1,0.0,5700,0,0.0,1,0,0.0,1,1,0,0.4567
COMPUTER_SCIENCE,ANY,French,MASTER_OF_SCIENCE,MASTER,16.4,6,8.5,6000,ON_CAMPUS,0,BUSINESS,Spain,MBA,6600,English,BLENDED,12.0,5,6.5,1,4.4,-600,1,2.0,1,0,0.0,1,0,0,0.5186
ARTS,ANY,French,MASTER,MASTER,14.0,4,6.1,6000,BLENDED,0,BUSINESS,Turkey,DIPLOMA,9300,French,ON_CAMPUS,0.0,3,6.5,0,0.0,-3300,1,-0.4,1,0,0.0,1,0,0,0.5715
ENGINEERING,Netherlands,German,BACHELOR,BACHELOR,15.7,6,7.9,4000,ON_CAMPUS,0,MEDICINE,Turkey,BACHELOR,6300,French,ON_CAMPUS,0.0,4,5.5,0,0.0,-2300,2,2.4,0,0,0.0,0,1,0,0.03514010305676096
ARCHITECTURE,Latvia,English,BACHELOR,BACHELOR,14.5,4,5.7,7000,ON_CAMPUS,0,LAW,Netherlands,CERTIFICATE,2000,English,BLENDED,0.0,3,6.0,0,0.0,5000,1,-0.3,0,0,0.0,1,0,0,0.503
ARTIFICIAL_INTELLIGENCE,ANY,English,PHD,BACHELOR,10.9,1,3.0,7000,ON_CAMPUS,1,EDUCATION,Turkey,MASTER,7500,English,ON_CAMPUS,11.0,5,5.0,0,-0.1,-500,-4,-2.0,1,0,0.0,1,1,0,0.4944
MARKETING,Italy,German,BACHELOR,MASTER,15.0,4,5.7,7000,ON_CAMPUS,0,OTHER,Germany,BACHELOR,5500,English,DISTANCE,0.0,4,5.5,0,0.0,1500,0,0.2,0,0,0.0,0,0,0,0.0
ARTIFICIAL_INTELLIGENCE,ANY,French,MASTER,HIGH_SCHOOL,0.0,4,6.1,6000,BLENDED,1,OTHER,Netherlands,MASTER_OF_SCIENCE,9300,French,ON_CAMPUS,10.0,3,5.0,0,0.0,-3300,1,1.1,1,0,0.0,0,0,0,0.04048037771961828
MEDICINE,ANY,French,BACHELOR,HIGH_SCHOOL,0.0,1,3.0,5000,BLENDED,1,OTHER,Poland,MASTER,8800,German,BLENDED,10.0,4,6.0,0,0.0,-3800,-3,-3.0,1,0,0.0,0,1,0,0.03172329963258505
HOSPITALITY,France,English,PHD,HIGH_SCHOOL,0.0,5,7.1,3000,DISTANCE,0,ARCHITECTURE,Latvia,MASTER,2600,German,ON_CAMPUS,11.0,5,7.0,0,0.0,400,0,0.1,0,0,0.0,0,0,0,0.06477943908574078
EDUCATION,Latvia,German,CERTIFICATE,MASTER,8.0,5,6.8,5000,ON_CAMPUS,1,HOSPITALITY,France,MASTER,2900,French,ON_CAMPUS,10.0,5,5.0,1,-2.0,2100,0,1.8,0,0,0.0,0,1,1,0.04910169658826752
COMMUNICATION,ANY,French,MASTER,BACHELOR,9.4,4,5.8,4000,ON_CAMPUS,0,FINANCE,France,BACHELOR,5100,English,DISTANCE,0.0,3,7.0,0,0.0,-1100,1,-1.2,1,0,0.0,0,0,0,0.08930433162901646
COMPUTER_SCIENCE,France,English,MBA,HIGH_SCHOOL,0.0,3,5.1,4000,ON_CAMPUS,0,ENGINEERING,Spain,MASTER,8500,French,ON_CAMPUS,10.0,5,5.5,0,0.0,-4500,-2,-0.4,0,0,0.5,0,1,0,0.0884155591051099
COMMUNICATION,Latvia,English,MASTER,HIGH_SCHOOL,0.0,4,6.1,10000,BLENDED,0,LAW,France,BACHELOR,7200,English,BLENDED,0.0,3,6.0,0,0.0,2800,1,0.1,0,0,0.0,1,1,0,0.5734
FINANCE,France,English,MASTER,BACHELOR,13.6,4,6.6,5000,ON_CAMPUS,0,COMPUTER_SCIENCE,France,MASTER_OF_ARTS,6400,English,ON_CAMPUS,10.0,5,6.0,0,3.6,-1400,-1,0.6,1,0,0.0,1,1,0,0.6306
HOSPITALITY,Poland,ANY,BACHELOR,BACHELOR,9.7,4,6.3,4000,ON_CAMPUS,0,PSYCHOLOGY,Germany,CERTIFICATE,1000,English,DISTANCE,0.0,3,5.5,1,0.0,3000,1,0.8,0,0,0.0,1,0,0,0.4984
LAW,France,English,CERTIFICATE,BACHELOR,17.3,5,7.1,6000,ON_CAMPUS,1,ARTS,Italy,MASTER,7800,English,ON_CAMPUS,10.0,3,5.5,1,7.3,-1800,2,1.6,0,0,0.0,1,1,1,0.5421
BUSINESS,Latvia,English,PHD,MASTER,11.8,6,8.2,5000,ON_CAMPUS,0,MEDICINE,Netherlands,MASTER,5400,English,BLENDED,11.0,5,5.0,1,0.8,-400,1,3.2,0,0,0.0,0,0,0,0.10974097786648032
DATA_SCIENCE,Germany,German,PHD,BACHELOR,10.7,5,6.8,10000,DISTANCE,1,PSYCHOLOGY,France,MASTER,5900,German,ON_CAMPUS,12.0,4,5.5,0,-1.3,4100,1,1.3,0,0,0.0,1,0,0,0.5723
ENGINEERING,ANY,English,CERTIFICATE,HIGH_SCHOOL,0.0,4,5.7,8000,BLENDED,0,LAW,Netherlands,MBA,5900,German,BLENDED,10.0,4,5.0,1,0.0,2100,0,0.7,1,0,0.0,0,1,0,0.04275249631562959
MARKETING,Germany,ANY,MASTER,BACHELOR,11.6,4,5.4,10000,BLENDED,1,FINANCE,Turkey,MASTER_OF_SCIENCE,6600,English,DISTANCE,12.0,4,5.0,1,-0.4,3400,0,0.4,0,0,0.0,1,0,1,0.3638
FINANCE,Turkey,English,MASTER,HIGH_SCHOOL,0.0,5,7.1,6000,ON_CAMPUS,1,ARTS,Latvia,MASTER_OF_SCIENCE,6900,English,ON_CAMPUS,11.0,4,5.0,0,0.0,-900,1,2.1,0,0,0.0,0,1,0,0.054086694871299905
FINANCE,France,ANY,BACHELOR,BACHELOR,13.6,3,5.1,4000,ON_CAMPUS,0,COMMUNICATION,France,BACHELOR,2700,English,ON_CAMPUS,0.0,4,6.0,0,0.0,1300,-1,-0.9,1,0,0.0,0,1,0,0.052672201348391984
EDUCATION,Latvia,English,BACHELOR,MASTER,8.0,3,4.4,7000,BLENDED,0,ARTIFICIAL_INTELLIGENCE,Spain,DIPLOMA,11800,German,DISTANCE,0.0,4,5.0,0,0.0,-4800,-1,-0.6,0,0,0.0,1,0,0,0.3207
ENGINEERING,Spain,English,BACHELOR,HIGH_SCHOOL,0.0,3,5.2,5000,ON_CAMPUS,1,BUSINESS,Italy,MASTER,8600,English,ON_CAMPUS,13.0,3,5.5,1,0.0,-3600,0,-0.3,0,0,0.0,0,1,1,0.07168242697539295
PSYCHOLOGY,Turkey,English,DIPLOMA,BACHELOR,13.7,4,6.0,6000,ON_CAMPUS,0,HOSPITALITY,Netherlands,MASTER,3200,French,BLENDED,11.0,4,7.0,1,2.7,2800,0,-1.0,0,0,0.0,1,0,0,0.5134
COMPUTER_SCIENCE,France,English,MASTER,BACHELOR,12.3,1,3.0,7000,DISTANCE,0,MARKETING,Poland,MASTER,3000,English,ON_CAMPUS,10.0,4,6.5,0,2.3,4000,-3,-3.5,0,0,0.0,1,0,0,0.441
LAW,Spain,French,MASTER,BACHELOR,10.9,3,5.0,6000,ON_CAMPUS,1,EDUCATION,Turkey,MASTER,6700,English,ON_CAMPUS,12.0,3,6.5,0,-1.1,-700,0,-1.5,0,0,0.0,1,1,0,0.4102
ENGINEERING,Netherlands,ANY,MASTER,BACHELOR,13.6,5,7.0,6000,DISTANCE,0,COMPUTER_SCIENCE,France,MASTER,7600,French,ON_CAMPUS,13.0,5,7.0,0,0.6,-1600,0,0.0,0,0,0.5,1,0,0,0.4918
COMPUTER_SCIENCE,ANY,English,CERTIFICATE,HIGH_SCHOOL,0.0,3,5.3,7000,BLENDED,0,ARTS,Italy,CERTIFICATE,4200,French,ON_CAMPUS,0.0,4,5.5,0,0.0,2800,-1,-0.2,1,0,0.0,1,0,0,0.469
ENGINEERING,Spain,English,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,4,6.1,7000,BLENDED,0,EDUCATION,Poland,MASTER,6400,English,ON_CAMPUS,10.0,4,5.0,0,0.0,600,0,1.1,0,0,0.0,0,0,0,0.10258276868624902
COMMUNICATION,Germany,English,MASTER,BACHELOR,13.9,3,4.8,6000,DISTANCE,1,HOSPITALITY,Latvia,MASTER_OF_SCIENCE,7300,English,ON_CAMPUS,11.0,3,6.0,0,2.9,-1300,0,-1.2,0,0,0.0,1,0,0,0.3885
BUSINESS,France,French,PHD,BACHELOR,14.7,4,5.9,6000,ON_CAMPUS,1,BUSINESS,Netherlands,CERTIFICATE,3800,French,DISTANCE,0.0,3,6.5,0,0.0,2200,1,-0.6,0,1,1.0,1,0,0,0.775
ARTS,Poland,English,PHD,BACHELOR,12.1,5,7.0,3000,ON_CAMPUS,1,LAW,France,CERTIFICATE,2300,French,ON_CAMPUS,0.0,3,5.0,0,0.0,700,2,2.0,0,0,0.0,1,1,0,0.4794
BUSINESS,ANY,English,MASTER_OF_SCIENCE,BACHELOR,10.3,3,4.1,10000,BLENDED,1,LAW,Germany,MASTER,6000,English,ON_CAMPUS,11.0,3,6.0,1,-0.7,4000,0,-1.9,1,0,0.0,1,0,1,0.5792
ARCHITECTURE,Latvia,French,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,4,6.1,3000,ON_CAMPUS,0,ENGINEERING,Poland,MBA,5500,English,DISTANCE,13.0,3,5.5,0,0.0,-2500,1,0.6,0,0,0.4,0,0,0,0.05410538023963566
HOSPITALITY,ANY,French,BACHELOR,HIGH_SCHOOL,0.0,3,4.9,6000,ON_CAMPUS,0,EDUCATION,Latvia,DIPLOMA,17900,English,ON_CAMPUS,0.0,3,7.0,1,0.0,-11900,0,-2.1,1,0,0.0,1,1,0,0.416
ARCHITECTURE,Germany,English,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,2,4.0,5000,BLENDED,0,ENGINEERING,Latvia,DIPLOMA,8500,English,ON_CAMPUS,0.0,4,5.5,0,0.0,-3500,-2,-1.5,0,0,0.4,1,0,0,0.4847
LAW,Germany,French,MASTER,BACHELOR,16.2,5,7.3,7000,BLENDED,1,OTHER,Italy,MASTER,4100,English,DISTANCE,10.0,5,6.0,0,6.2,2900,0,1.3,0,0,0.0,1,0,0,0.4442
OTHER,ANY,English,BACHELOR,MASTER,16.4,2,4.4,8000,DISTANCE,0,PSYCHOLOGY,Italy,BACHELOR,5700,English,BLENDED,0.0,4,5.5,0,0.0,2300,-2,-1.1,1,0,0.0,0,0,0,0.04936254507958839
ARTS,Germany,French,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,4,5.8,6000,ON_CAMPUS,0,MEDICINE,France,BACHELOR,4300,English,DISTANCE,0.0,4,5.5,1,0.0,1700,0,0.3,0,0,0.0,1,0,0,0.3856
ENGINEERING,ANY,French,CERTIFICATE,BACHELOR,13.3,2,4.1,6000,ON_CAMPUS,0,MEDICINE,Turkey,DIPLOMA,6200,French,DISTANCE,0.0,3,5.5,1,0.0,-200,-1,-1.4,1,0,0.0,1,0,0,0.5907
EDUCATION,Latvia,English,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,4,5.7,4000,ON_CAMPUS,0,COMMUNICATION,Italy,MBA,13100,English,ON_CAMPUS,12.0,5,5.5,1,0.0,-9100,-1,0.2,0,0,0.0,0,1,0,0.09659393610618067
COMMUNICATION,Turkey,English,BACHELOR,MASTER,17.4,4,5.8,5000,ON_CAMPUS,1,COMMUNICATION,Latvia,MASTER,6400,English,ON_CAMPUS,11.0,4,7.0,1,6.4,-1400,0,-1.2,0,1,1.0,0,1,1,0.04139381063304191
MARKETING,Latvia,English,BACHELOR,HIGH_SCHOOL,0.0,3,4.9,10000,ON_CAMPUS,1,COMMUNICATION,Netherlands,MBA,12400,English,ON_CAMPUS,12.0,5,5.0,0,0.0,-2400,-2,-0.1,0,0,0.7,0,1,0,0.0840139438957776
PSYCHOLOGY,Spain,German,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,5.0,4000,ON_CAMPUS,1,ARCHITECTURE,Netherlands,MASTER,2800,English,DISTANCE,12.0,4,6.0,0,0.0,1200,-1,-1.0,0,0,0.0,0,0,0,0.06869644887665317
LAW,Poland,English,CERTIFICATE,BACHELOR,15.4,4,6.3,5000,ON_CAMPUS,0,DESIGN,Latvia,MBA,8100,French,ON_CAMPUS,10.0,4,7.0,0,5.4,-3100,0,-0.7,0,0,0.0,1,1,0,0.387
EDUCATION,ANY,English,CERTIFICATE,BACHELOR,10.6,3,5.1,5000,ON_CAMPUS,0,COMPUTER_SCIENCE,Germany,CERTIFICATE,1200,English,ON_CAMPUS,0.0,4,5.5,0,0.0,3800,-1,-0.4,1,0,0.0,1,1,0,0.5468
ARTIFICIAL_INTELLIGENCE,Netherlands,English,DIPLOMA,HIGH_SCHOOL,0.0,4,6.5,4000,DISTANCE,1,COMMUNICATION,France,MASTER_OF_SCIENCE,5300,German,DISTANCE,11.0,3,7.0,0,0.0,-1300,1,-0.5,0,0,0.0,0,1,0,0.0
ENGINEERING,Netherlands,English,DIPLOMA,MASTER,15.8,4,6.1,6000,ON_CAMPUS,1,MARKETING,Poland,BACHELOR,7900,French,ON_CAMPUS,0.0,3,5.5,0,0.0,-1900,1,0.6,0,0,0.0,0,1,0,0.09014197780937083
ARTS,ANY,English,BACHELOR,BACHELOR,15.2,4,5.8,8000,ON_CAMPUS,0,MARKETING,Poland,CERTIFICATE,3200,English,BLENDED,0.0,4,6.0,1,0.0,4800,0,-0.2,1,0,0.0,1,0,0,0.594
ARTS,ANY,English,MASTER,HIGH_SCHOOL,0.0,6,8.2,5000,BLENDED,1,ARCHITECTURE,France,CERTIFICATE,2100,English,ON_CAMPUS,0.0,4,6.0,0,0.0,2900,2,2.2,1,0,0.3,1,0,0,0.6323
DATA_SCIENCE,ANY,ANY,MBA,HIGH_SCHOOL,0.0,4,6.0,7000,ON_CAMPUS,0,ARCHITECTURE,Poland,MASTER,6700,English,ON_CAMPUS,10.0,4,6.5,0,0.0,300,0,-0.5,1,0,0.0,0,1,0,0.06614397648060304
PSYCHOLOGY,France,English,DIPLOMA,MASTER,12.0,5,7.2,4000,ON_CAMPUS,1,ARTIFICIAL_INTELLIGENCE,Netherlands,MASTER_OF_SCIENCE,8400,English,ON_CAMPUS,11.0,4,6.0,0,1.0,-4400,1,1.2,0,0,0.0,0,1,0,0.07296891014514849
EDUCATION,ANY,French,DIPLOMA,PHD,11.8,4,5.8,5000,BLENDED,1,BUSINESS,France,BACHELOR,7700,English,ON_CAMPUS,0.0,3,6.5,0,0.0,-2700,1,-0.7,1,0,0.0,0,0,0,0.016653129725351982
DATA_SCIENCE,France,English,CERTIFICATE,BACHELOR,8.0,6,8.1,7000,ON_CAMPUS,0,COMMUNICATION,Latvia,MBA,8100,English,ON_CAMPUS,11.0,3,5.0,0,-3.0,-1100,3,3.1,0,0,0.0,1,1,0,0.4646
OTHER,Latvia,ANY,MASTER,HIGH_SCHOOL,0.0,4,6.2,7000,BLENDED,1,DATA_SCIENCE,Germany,MASTER,7800,French,ON_CAMPUS,10.0,3,5.5,0,0.0,-800,1,0.7,0,0,0.0,0,0,0,0.0
LAW,Netherlands,English,MASTER,BACHELOR,11.9,3,4.9,6000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Spain,MASTER,3800,English,DISTANCE,10.0,4,6.0,0,1.9,2200,-1,-1.1,0,0,0.0,1,0,0,0.4586
LAW,Poland,English,DIPLOMA,HIGH_SCHOOL,0.0,3,4.6,4000,ON_CAMPUS,0,OTHER,Poland,BACHELOR,3100,English,DISTANCE,0.0,4,5.5,0,0.0,900,-1,-0.9,1,0,0.0,1,0,0,0.6994
DESIGN,Poland,French,BACHELOR,HIGH_SCHOOL,0.0,3,5.1,7000,ON_CAMPUS,1,DESIGN,Netherlands,MASTER_OF_SCIENCE,9900,French,DISTANCE,10.0,5,6.5,0,0.0,-2900,-2,-1.4,0,1,1.0,0,0,0,0.057372713057288145
LAW,Germany,ANY,BACHELOR,HIGH_SCHOOL,0.0,3,4.4,7000,ON_CAMPUS,0,DATA_SCIENCE,Italy,MASTER,9800,English,ON_CAMPUS,11.0,4,6.0,0,0.0,-2800,-1,-1.6,0,0,0.0,0,1,0,0.023335833315315205
COMMUNICATION,Latvia,English,BACHELOR,HIGH_SCHOOL,0.0,3,5.3,3000,ON_CAMPUS,0,ARTS,Germany,DIPLOMA,13600,German,ON_CAMPUS,0.0,3,6.5,1,0.0,-10600,0,-1.2,0,0,0.4,1,1,0,0.4282
ARTIFICIAL_INTELLIGENCE,Poland,French,DIPLOMA,BACHELOR,14.5,4,5.7,6000,BLENDED,1,MARKETING,France,BACHELOR,6600,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-600,0,-0.3,0,0,0.0,0,0,0,0.0
LAW,ANY,ANY,BACHELOR,BACHELOR,13.0,5,6.8,7000,ON_CAMPUS,0,FINANCE,Spain,BACHELOR,7200,English,ON_CAMPUS,0.0,4,6.0,1,0.0,-200,1,0.8,1,0,0.0,0,1,0,0.033839775190112296
FINANCE,France,French,MASTER,HIGH_SCHOOL,0.0,4,6.2,4000,ON_CAMPUS,0,PSYCHOLOGY,Turkey,BACHELOR,6300,English,BLENDED,0.0,3,5.0,0,0.0,-2300,1,1.2,0,0,0.0,1,0,0,0.3839
LAW,ANY,German,BACHELOR,HIGH_SCHOOL,0.0,3,4.6,8000,ON_CAMPUS,0,PSYCHOLOGY,Poland,MASTER_OF_ARTS,3200,English,ON_CAMPUS,12.0,4,5.5,0,0.0,4800,-1,-0.9,1,0,0.0,0,1,0,0.051930021224483695
COMPUTER_SCIENCE,Netherlands,English,MASTER_OF_ARTS,MASTER,11.9,4,6.1,8000,DISTANCE,0,ARTIFICIAL_INTELLIGENCE,France,MASTER_OF_SCIENCE,3100,English,DISTANCE,11.0,3,5.5,0,0.9,4900,1,0.6,0,0,0.8,0,1,0,0.04559335688294027
COMMUNICATION,Germany,English,BACHELOR,BACHELOR,14.2,4,5.7,8000,DISTANCE,1,EDUCATION,Spain,BACHELOR,5300,English,BLENDED,0.0,3,7.0,0,0.0,2700,1,-1.3,0,0,0.0,0,0,0,0.03088322905862294
LAW,ANY,English,BACHELOR,BACHELOR,11.5,3,5.1,7000,ON_CAMPUS,0,EDUCATION,France,MASTER_OF_ARTS,7900,English,ON_CAMPUS,12.0,5,5.5,0,-0.5,-900,-2,-0.4,1,0,0.0,1,1,0,0.5701
ARTS,ANY,English,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,1,3.2,4000,ON_CAMPUS,0,ENGINEERING,Turkey,CERTIFICATE,2900,English,ON_CAMPUS,0.0,3,6.0,0,0.0,1100,-2,-2.8,1,0,0.0,1,1,0,0.6486
COMMUNICATION,ANY,French,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,4.2,4000,BLENDED,0,BUSINESS,Italy,MBA,11300,English,ON_CAMPUS,10.0,3,5.5,0,0.0,-7300,0,-1.3,1,0,0.0,0,0,0,0.09775021386670507
ENGINEERING,ANY,English,PHD,BACHELOR,12.2,4,6.3,6000,DISTANCE,1,DESIGN,Germany,MASTER,7300,English,ON_CAMPUS,10.0,3,5.0,1,2.2,-1300,1,1.3,1,0,0.0,1,0,1,0.6478
COMMUNICATION,Latvia,English,BACHELOR,BACHELOR,11.7,3,4.9,5000,BLENDED,1,MARKETING,Italy,MASTER_OF_ARTS,6500,English,ON_CAMPUS,10.0,5,6.5,0,1.7,-1500,-2,-1.6,0,0,0.7,1,0,0,0.5254
ENGINEERING,ANY,English,MASTER_OF_ARTS,BACHELOR,12.8,4,6.1,6000,BLENDED,1,ENGINEERING,Netherlands,MASTER,3900,French,BLENDED,11.0,5,6.0,0,1.8,2100,-1,0.1,1,1,1.0,1,1,0,0.7509
ARCHITECTURE,Poland,German,DIPLOMA,MASTER,15.2,3,5.3,3000,ON_CAMPUS,1,COMMUNICATION,Germany,MBA,14400,English,DISTANCE,12.0,4,5.5,0,3.2,-11400,-1,-0.2,0,0,0.0,1,0,0,0.2909
LAW,Poland,English,CERTIFICATE,MASTER,14.9,4,6.4,6000,ON_CAMPUS,0,DESIGN,Italy,PHD,7000,German,ON_CAMPUS,14.0,5,5.5,0,0.9,-1000,-1,0.9,0,0,0.0,1,1,0,0.4272
ARTS,Germany,English,MBA,HIGH_SCHOOL,0.0,2,3.8,3000,ON_CAMPUS,1,ARTIFICIAL_INTELLIGENCE,Turkey,BACHELOR,5300,English,ON_CAMPUS,0.0,4,6.0,1,0.0,-2300,-2,-2.2,0,0,0.0,1,1,1,0.468
COMPUTER_SCIENCE,France,English,MASTER,HIGH_SCHOOL,0.0,4,6.0,3000,ON_CAMPUS,1,COMMUNICATION,Italy,BACHELOR,7100,English,ON_CAMPUS,0.0,3,6.5,0,0.0,-4100,1,-0.5,0,0,0.0,1,1,0,0.4479
COMMUNICATION,Italy,French,BACHELOR,HIGH_SCHOOL,0.0,3,5.0,7000,ON_CAMPUS,0,EDUCATION,Netherlands,CERTIFICATE,1500,French,ON_CAMPUS,0.0,4,5.5,0,0.0,5500,-1,-0.5,0,0,0.0,1,1,0,0.4263
FINANCE,Italy,ANY,BACHELOR,HIGH_SCHOOL,0.0,2,3.7,4000,BLENDED,0,COMPUTER_SCIENCE,Netherlands,DIPLOMA,16300,French,ON_CAMPUS,0.0,4,5.5,1,0.0,-12300,-2,-1.8,0,0,0.0,1,0,0,0.3419
DATA_SCIENCE,ANY,English,MASTER,BACHELOR,12.2,5,6.9,7000,BLENDED,1,PSYCHOLOGY,Netherlands,MASTER,9600,French,BLENDED,12.0,3,5.5,1,0.2,-2600,2,1.4,1,0,0.0,1,1,1,0.461
ENGINEERING,ANY,German,BACHELOR,HIGH_SCHOOL,0.0,1,3.5,7000,BLENDED,1,BUSINESS,Italy,PHD,8500,German,DISTANCE,15.0,5,5.0,0,0.0,-1500,-4,-1.5,1,0,0.0,0,0,0,0.10202024143358843
MARKETING,Germany,ANY,BACHELOR,HIGH_SCHOOL,0.0,4,5.9,5000,ON_CAMPUS,1,ENGINEERING,Latvia,MASTER,5500,French,ON_CAMPUS,11.0,5,6.0,0,0.0,-500,-1,-0.1,0,0,0.0,0,1,0,0.02140766635101407
MARKETING,ANY,English,MASTER,BACHELOR,11.8,4,6.3,4000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Italy,DIPLOMA,16700,English,ON_CAMPUS,0.0,3,6.5,0,0.0,-12700,1,-0.2,1,0,0.0,1,1,0,0.5804
ARCHITECTURE,France,French,PHD,MASTER,12.0,6,8.7,5000,DISTANCE,0,LAW,Turkey,BACHELOR,6600,English,ON_CAMPUS,0.0,3,6.0,0,0.0,-1600,3,2.7,0,0,0.0,0,0,0,0.0
BUSINESS,Netherlands,German,MASTER_OF_ARTS,BACHELOR,10.6,3,4.9,5000,BLENDED,1,FINANCE,Netherlands,MASTER_OF_ARTS,3700,English,ON_CAMPUS,11.0,4,5.5,0,-0.4,1300,-1,-0.6,1,0,0.7,1,0,0,0.686
ARCHITECTURE,Germany,English,MBA,HIGH_SCHOOL,0.0,4,6.0,7000,ON_CAMPUS,0,OTHER,France,BACHELOR,5900,English,ON_CAMPUS,0.0,4,6.0,1,0.0,1100,0,0.0,0,0,0.0,1,1,0,0.4992
HOSPITALITY,Spain,English,PHD,HIGH_SCHOOL,0.0,3,5.0,7000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Spain,CERTIFICATE,3000,German,ON_CAMPUS,0.0,4,7.0,0,0.0,4000,-1,-2.0,1,0,0.0,1,1,0,0.6096
DESIGN,ANY,English,MASTER,HIGH_SCHOOL,0.0,3,5.3,5000,ON_CAMPUS,0,COMPUTER_SCIENCE,Italy,PHD,4300,English,ON_CAMPUS,13.0,4,6.5,0,0.0,700,-1,-1.2,1,0,0.0,0,1,0,0.0593708261787516
MARKETING,ANY,English,MASTER,MASTER,13.1,5,6.8,5000,ON_CAMPUS,1,DATA_SCIENCE,Poland,DIPLOMA,16800,English,ON_CAMPUS,0.0,4,5.5,0,0.0,-11800,1,1.3,1,0,0.0,1,1,0,0.5806
ARCHITECTURE,Germany,English,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,4.3,5000,ON_CAMPUS,0,DATA_SCIENCE,Spain,CERTIFICATE,4200,English,ON_CAMPUS,0.0,4,5.5,0,0.0,800,-1,-1.2,0,0,0.0,1,1,0,0.5916
MEDICINE,Turkey,English,MASTER,HIGH_SCHOOL,0.0,1,3.0,6000,ON_CAMPUS,0,PSYCHOLOGY,Latvia,BACHELOR,4900,English,ON_CAMPUS,0.0,3,5.0,0,0.0,1100,-2,-2.0,0,0,0.4,1,1,0,0.6391
EDUCATION,Poland,English,DIPLOMA,BACHELOR,10.1,3,5.3,5000,DISTANCE,1,ARCHITECTURE,France,PHD,6800,English,BLENDED,14.0,5,6.0,0,-3.9,-1800,-2,-0.7,0,0,0.0,0,0,0,0.05859246813382516
MEDICINE,ANY,English,BACHELOR,BACHELOR,16.2,2,4.8,6000,ON_CAMPUS,1,DATA_SCIENCE,Turkey,MASTER_OF_SCIENCE,4200,English,ON_CAMPUS,12.0,4,6.0,1,4.2,1800,-2,-1.2,1,0,0.0,1,1,1,0.7008
ARTS,Spain,ANY,MASTER,BACHELOR,15.5,3,5.1,15000,ON_CAMPUS,0,LAW,Poland,BACHELOR,4700,German,ON_CAMPUS,0.0,4,5.5,0,0.0,10300,-1,-0.4,0,0,0.0,0,1,0,0.06572609783651201
DESIGN,Latvia,English,MASTER,HIGH_SCHOOL,0.0,3,5.8,7000,ON_CAMPUS,0,EDUCATION,Turkey,BACHELOR,5800,French,ON_CAMPUS,0.0,4,5.5,1,0.0,1200,-1,0.3,0,0,0.0,1,1,0,0.4644
ARCHITECTURE,Germany,ANY,DIPLOMA,HIGH_SCHOOL,0.0,2,4.2,5000,ON_CAMPUS,0,MARKETING,France,MASTER,6800,English,ON_CAMPUS,10.0,3,5.5,0,0.0,-1800,-1,-1.3,0,0,0.0,0,1,0,0.06620846492077662
ARCHITECTURE,Germany,French,MASTER,HIGH_SCHOOL,0.0,4,5.7,4000,ON_CAMPUS,0,ENGINEERING,Netherlands,PHD,4100,English,BLENDED,14.0,4,5.5,0,0.0,-100,0,0.2,0,0,0.4,0,0,0,0.013251117304091634
LAW,ANY,German,BACHELOR,HIGH_SCHOOL,0.0,1,3.7,5000,ON_CAMPUS,0,MEDICINE,Latvia,MASTER_OF_ARTS,4300,English,ON_CAMPUS,10.0,5,6.0,0,0.0,700,-4,-2.3,1,0,0.0,0,1,0,0.023454252438435973
ARTIFICIAL_INTELLIGENCE,Turkey,German,PHD,HIGH_SCHOOL,0.0,5,7.3,5000,ON_CAMPUS,1,DESIGN,Poland,CERTIFICATE,3000,English,DISTANCE,0.0,4,5.0,0,0.0,2000,1,2.3,0,0,0.0,1,0,0,0.3764
ARTIFICIAL_INTELLIGENCE,Netherlands,English,BACHELOR,HIGH_SCHOOL,0.0,4,5.9,3000,BLENDED,0,DATA_SCIENCE,Germany,BACHELOR,3100,English,DISTANCE,0.0,4,5.0,1,0.0,-100,0,0.9,0,0,0.7,1,0,0,0.5249
